Author tag,Author username,Author avatar,Is bot,Date,Content,Mentions,Attachments,Channel,Symptom1(Edginess_or_restlessness),Symptom2(Tiring_easily_more_fatigued_than_usual),Symptom3(Impaired_concentration_or_feeling_as_though_the_mind_goes_blank),Symptom4(irritability),Symptom5(Increased_muscleaches_or_soreness),Symptom6(Difficulty_sleeping),Symptom7(No_symptoms),AnxietyIntensity
#0691,Kushina,https://cdn.discordapp.com/avatars/457664179336249358/916881a6785596a029965cc49c674213.png,No,8/23/2021 22:00,When i used to do that i got shot down all depends on country and area in that country,Adjourned#4454,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2248,kernel,https://cdn.discordapp.com/avatars/876642331682553936/f19603968a714484bf2d8c4e0200f812.png,No,8/23/2021 20:17,<@!877851846507646996> ya u not alone,Adjourned#4454,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9310,GaryHuman,https://cdn.discordapp.com/avatars/742603251031212078/aa81efaba8b42ebb909a3be646a0ce7c.png,No,7/27/2021 4:47,hi,Gijs#9953,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0572,as02,https://cdn.discordapp.com/avatars/684775624107491371/e2abd73b6012fb13384321598a0ea69c.png,No,8/23/2021 16:16,"I am a masters student getting my degree in UX engineering from Goldsmiths University of London. I am doing some research for my thesis, the topic is proactively thinking about your mental health. And looking for participants to interact with a website i made. I would be really grateful if you could you please take out 5 minutes and go to this link explore and interact with the website. All data collected from the website is anonymous.",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3194,paranoia-over-us,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/23/2021 15:26,"Hello everyone. I am sorry for that kind of question, but I have some kind of long post (2 pages) and I did not want to spam, so I wanted to ask if anyone would be comfortabe with a link for a temporary google docs file? I have some complex thing that is getting worse every year and I just can´t fit it into a small post, sorry.",SkySmashify#9999,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8227,mozilla stix,https://cdn.discordapp.com/avatars/542716466370314240/a03dd7b767c95189213fd56ccfac2efa.png,No,6/30/2021 15:02,Hi there are plenty of self help resources in <#369547885244841985> I would also suggest that you get a therapist if you can as they are best placed to help you with specific issues,sashaa#6938,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6621,sheeshraptor,https://cdn.discordapp.com/avatars/724871875397812305/75e364c9b0b2ef9110ae9eb0f5ef62e8.png,No,8/23/2021 12:43,Hi i am new here.... how are you guys doing ?,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7189,Anneliaki,https://cdn.discordapp.com/avatars/760605002598318141/da86264d841e8d6547da15e0d118ad9a.png,No,8/23/2021 2:53,"same here, It's really confusing and makes me feel awful because I see how it affects the people around me, my mood changing 4 times in an hour, I have tried discussing this with my therapist and (for me at least) she says it could be the result of much stress, overthinking or just mental exhaustion aka we are having a mental burnout guys",REINA#6150,,R/SocialAnxiety,Y,Y,N,Y,N,N,N,1
#7035,andromeda,https://cdn.discordapp.com/avatars/599805687253565470/d71879869f3e2a0e0fb6e883dc0ad290.png,No,6/4/2021 12:05,"does anyone else want to socialize but feels horrible before, during, and after doing so",Deleted User#0000,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#9141,Alain,https://cdn.discordapp.com/avatars/858621129689006081/31336f02d134cd2e7b6ca34ecce1ffe9.png,No,8/21/2021 23:48,"Hey everyone. My apologies, this is going to be a bit long. I’ve been suffering from social anxiety and depression for years and that made it very hard to make and keep friends. I have always avoided Instagram/Snapchat for privacy reasons (social anxiety) and never had much of a social media presence, but I now feel like this was a huge mistake because I lost contact with people I once loved to be around with. I am alone and do not have any friends or acquaintances I can talk to now, and my social anxiety keeps getting worse. Is it weird to follow people I met and talked to in real life 2, 3, or even 8 years ago? I know I should have just added everyone in the moment, which would have made it much easier to reconnect with former friends and acquaintances, but I never even thought about that in the first place. Many people seem to have established social circles and keep up with each other to this day on these apps, but I have missed that train and I feel like it’s too late now. Reconnecting with people after such a long time just seems insanely awkward and I am just too scared to add people on Snapchat or push that “Follow” button on Instagram, especially since they will see that I have 0 posts and no other followers. I’ve bought fake followers just for the purpose of concealing the latter, but once people follow me, they will probably realise this and think something along the lines of “what a weirdo, all his followers are fakes/bots”, making things even more awkward. This is all my fault, I messed up. I really wish I could turn back time, get my social anxiety under control, and add those people in the moment. Had I done that, it would have been a lot easier and less cumbersome to reconnect with them via PM, or by passively engaging with them by liking their posts.😢",haritakurdu#9623,,R/SocialAnxiety,Y,N,N,Y,N,N,N,2
#9546,LeSadMan,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/18/2021 13:02,Make a vaccine cure for social anxiety Lol,SkySmashify#9999,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0130,Noah Fence,https://cdn.discordapp.com/avatars/492788625520721942/40a8a2e71d197e49c40b7cbf4a6106bf.png,No,8/7/2021 10:53,How old are you?,darklight#0638,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7316,prenguin,https://cdn.discordapp.com/avatars/562791457463861248/69c2759f24d792dd2291aabb55465470.png,No,8/19/2021 7:57,I hate when ppl do that :/ it just makes me feel worse abt myself tho I wish it didnt,berryl8#7623,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5503,AHapppyKookie,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/5/2021 18:52,"Hi, generally I feel really inadequate because of my clothing, which is really different to what other people wear and I dont really like my clothes all that much and I think to much into what I wear which I feel is kinda weird, I don't know weather I should be buying more clothes or if maybe its an issue that I'm focusing on which is trivial ?",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7321,Sport541,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/18/2021 13:21,hey everyone!,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9902,gat3way,https://cdn.discordapp.com/avatars/405724023096606730/61e197c9e611cdc851158d626b01bd99.png,No,8/18/2021 6:04,I don'think it has to do with serotonin levels,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4959,Sami<3,https://cdn.discordapp.com/avatars/760486030758510644/603d16cdba33914480655b828e8e55bd.png,No,8/16/2021 11:30,Hai,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1889,BigBlock66,https://cdn.discordapp.com/avatars/854509265834475520/48d63e14166d4afa50fb33a9bf7c758a.png,No,8/9/2021 7:42,"I know how you feel. Had a work event last week where everyone was having a blast and able to talk and laugh, and I was almost having a panic attack from the anxiety I was having for just being there",Jayooo#7813,https://cdn.discordapp.com/attachments/369547956472250378/874658985909833858/image0.jpg,R/SocialAnxiety,Y,N,N,N,N,N,N,3
#8477,aadi13,https://cdn.discordapp.com/avatars/852501967309373480/4efebc1f371f0a3721feedb4f034c70f.png,No,8/15/2021 17:34,"HI, in what channel should I discuss my problems in?? Its mainly about my friendships.",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4083,willtrev,https://cdn.discordapp.com/avatars/707201232061857812/f6ab41ee54b518863fc5acada3057a8e.png,No,4/20/2021 23:30,anyone ever experienced dissociation with their anxiety?,GlizzyGobbler#4427,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1595,Klown,https://cdn.discordapp.com/avatars/232378499229417472/53144b42ec7fbd72b01fb31c122139f0.png,No,8/15/2021 0:38,I had the same question as <@!861080396023988254>. What channel would I talk about my panic attacks in? I'm alright with social anxiety for the most part now.,LexiDevilBitch#3969,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3969,LexiDevilBitch,https://cdn.discordapp.com/avatars/861080396023988254/dc028b0c2d148c3c0e55be87d2720369.png,No,8/14/2021 22:07,i dont have social anxiety i just have anxiety,,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#9015,WishingStarflakes,https://cdn.discordapp.com/avatars/681193989990252560/0f8b4574c6834a614320543d4ae6a709.png,No,8/13/2021 22:06,"I recently took a job that requires me to be social among people I don't normally associate with. It was intentional, because my goal is to learn how to carry myself in front of complete strangers I find intimidating for my social anxiety. It's rough. I had a panic attack today after work. I'm proud of myself for getting through the day despite making a lot of mistakes. I keep reminding myself why I'm there and my goals. Still, I always end up feeling sick or crying or throwing up. The staff are not intentionally trying to make me feel uncomfortable, but they do get awkward when I mess up in front of them. I really am doing my best, and the only way to get better is putting myself out there. I just didn't realize how traumatic the process is. Every night I cry and I get panic attacks and can't get enough sleep for the next shift. It's like an endless nightmare. I just want this phase tk be over with. I want to know if there's anyone out there who also experienced panic attacks while trying to grit through socializing themselves. I can't be the only one. And for those who made it through, please send me advice and success stories. I would appreciate the motivation.",Foster#0820,,R/SocialAnxiety,Y,N,Y,N,Y,N,N,4
#7337,choxclate,https://cdn.discordapp.com/avatars/794735088217751673/6e71d18fc508d6875c63b5b53254d825.png,No,8/14/2021 11:53,why do i still have feelings of social anxiety in familiar places/with familiar people? :((,LitLynx#9596,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#4482,B-Russell,https://cdn.discordapp.com/avatars/271041792273547288/3e8a663b076e8977968c7b1cbd45c1ec.png,No,4/27/2021 19:48,<@808516563824803900> yo,lovelyrasberrys#1474,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5256,Doggo,https://cdn.discordapp.com/avatars/702247591445790781/745d66b5c428faa57ef04354717b1d3b.png,No,8/13/2021 22:11,nothing bad ever lasts. it always seems rough when youre right in the middle of your own war inside your head but with time youll get experience and youll learn how to work through your anxiety. just try to push through and if its to much maybe consider talking to a professional.,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3563,Camper,https://cdn.discordapp.com/avatars/279050973861904394/aa13c255afbd658606dd65f7393b37da.png,No,8/13/2021 20:28,"Practice helped me. Practice smiling in front of the mirror. Remember the face muscles, then imitate IRL",Celemin#6570,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1278,melo.alto,https://cdn.discordapp.com/avatars/529998909741727744/65ae7b34f98eee79be21aa68b0aeaddd.png,No,8/13/2021 15:18,"i have a similar problem. when someone tells me to look at the camera, i can feel my face freeze up and look serious without meaning to, and it feels REALLY uncomfortable and almost impossible to change my expression without feeling even more uncomfortable. wearing a mask really helps make it easier to take photos though, since i dont have to worry about if I'm making a funny face at the camera",Celemin#6570,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#5694,♕♛𝒵𝑒𝓃𝓀𝑜𝓉𝒽♛♕,https://cdn.discordapp.com/avatars/197052265733947393/a8d905c2f7187bace6ee3aef90a45b32.png,No,8/13/2021 13:55,I am dying slowly. Because drunk people are making me more anxious than i was in the first place. Its late and i have a long ride to my bf's place with public transport,,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#6005,1up,https://cdn.discordapp.com/avatars/307692070942932995/128f717fb3508fdb964b2964928eded1.png,No,8/13/2021 4:21,Does anyone else get comments that they are innocent? I think this is a nice way of calling me dumb,watdo#0425,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6570,Celemin,https://cdn.discordapp.com/avatars/695586542059520041/0917e65d1b33ab0c45b993ad69122384.png,No,8/13/2021 4:22,"Hello. Does anyone have their face freeze in some social situations? Tomorrow we're celebrating my sister's birthday and I'm scared about taking a photo with her because often I just can't smile and I look super scared (I may try to smile, in which case my mouth trembles like crazy). There will be extended family around, which makes me scared of someone telling me to smile and not being able to do it, and then asking what's wrong with me",,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#8610,(ﾉ´ヮ`)ﾉ*『§ammy 』 ( ´ ▽ ` ),https://cdn.discordapp.com/avatars/319296224215957506/b12356aa27c3b77b8bb05f7914e0723e.png,No,8/4/2021 19:01,"I love reading this group chat tbh, it helps a lot, you guys are so nice... wish I was more ballsy to hold convos",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8313,Mysticdawn,https://cdn.discordapp.com/avatars/486597503920242689/96d04c8f9ac114b19586bb5f5557cf57.png,No,8/10/2021 13:54,"Yeah that hit me pretty deep. I wish I had that mindset in my past work/intern experience I did, I ended up just being in my shell for the most part. Hope I remember this when I eventually and hopefully get into university. Thanks",MoPeach#9929,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5953,rayray,https://cdn.discordapp.com/avatars/866495617626013737/6b9300237c43cc3e38481f41524337d7.png,No,8/12/2021 9:42,Yes I do. It’s frustrating. Medication has helped me a little bit,BigBlock66#1889,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9713,Aster*,https://cdn.discordapp.com/avatars/868243131173339137/e166d91e4352299c879ef134fda74e7c.png,No,8/9/2021 8:44,"I think for a lot of us, we join servers like this in the hopes of finding authentic, close connection with others who will understand our struggles and support us...I know I did, and I'm sure there are others too 🙂 We just have to find each other and build connection slowly, thread by thread...but i think we can do it",BigBlock66#1889,https://cdn.discordapp.com/attachments/369547956472250378/874321521659773009/IMG_20210729_114331640.jpg,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1965,lostlevel,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,7/26/2021 9:22,i hate going outside...and to the shop. i got stomach pain from the anxiety...managed to shop but i just hate being around people and outside. i wish i wasn't like this..,LitLynx#9596,,R/SocialAnxiety,Y,N,N,Y,Y,N,N,3
#3727,green,https://cdn.discordapp.com/avatars/429077954719383553/481e7840c50b275e1decce846a694a74.png,No,8/9/2021 8:22,"well hey, there's discord",Aster*#9713,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1389,Hershey,https://cdn.discordapp.com/avatars/815226460268789811/5ed02696fdcb09100d790d6b7d64c726.png,No,8/10/2021 23:40,,Egyptiansyndicate#7312,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7312,Egyptiansyndicate,https://cdn.discordapp.com/avatars/774651452924231690/ffb8603d21f7b4eedee759e8a96b7722.png,No,8/10/2021 17:03,i need help in anyway shape or form because i cant seem like i can get any,LitLynx#9596,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7601,Space Witch,https://cdn.discordapp.com/avatars/874725565289095208/b2600ea63f0c08d39c1432c68e323909.png,No,8/10/2021 12:14,^^ same,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2560,Lani,https://cdn.discordapp.com/avatars/422281162334142485/e812abaf6f6b398d3f1fb48e7d8b6951.png,No,8/9/2021 19:15,I thought i was the only one😫,LitLynx#9596,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6735,gone,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/9/2021 16:50,I have alot of issues with that to,awsomegang#0246,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3547,Pall,https://cdn.discordapp.com/avatars/217714197012676608/ebe37d46a0f8ce4371bb3732cdd82043.png,No,8/9/2021 12:48,Good thank you for asking!,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1759,GrRa_We_GoWiLD,https://cdn.discordapp.com/avatars/768109673017901076/4cae7583d96de3c8a1ffd46580922f9f.png,No,8/9/2021 9:06,Hello,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6461,Azaram813,https://cdn.discordapp.com/avatars/624323975119634439/37e845b7f8eca4a4e7cfe3a3a813d93f.png,No,8/9/2021 8:18,I once went on a retreat with a club that I had only recently joined. Everyone was having a blast while I had to cry in the bathroom for a half-hour because I felt so alone. They were all basically like family and I was the outsider,,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#5025,Reverb22,https://cdn.discordapp.com/avatars/750082805987541123/c330e7e4ce2e43b1b3d3c6561812643a.png,No,8/8/2021 16:23,"easy to say, hard to making it happened",B-Russell#4482,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8492,Hotaru,https://cdn.discordapp.com/avatars/751039719273660437/91cce16994dd49a39b2baddfc7f3c85d.png,No,8/8/2021 4:26,"Do you guys think that social anxiety could be caused by some type of inadequacy?
 For example, you feel like you don't have anything good enough to bring up to the table in social situation and decides to just shut up.",Deleted User#0000,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8081,crow,https://cdn.discordapp.com/avatars/822824614287245314/925d78300b7987d2354c60dc951c569d.png,No,8/8/2021 4:51,hmm interesting i might try that LOL,emmma#4349,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#5448,🍥𝓚𝓪𝓻𝓵_𝓙𝓪𝓬𝓸𝓫𝓼🐸,https://cdn.discordapp.com/avatars/833698913050689576/f89bb770f189b1f9aed9b7cc6771d44d.png,No,8/6/2021 23:26,Okay I need some help with my social anxiety especially by tomorrow,qzr#5913,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7998,Max,https://cdn.discordapp.com/avatars/199995156647247873/302455e09722a0e7a5dca00e78aa39d5.png,No,8/7/2021 12:04,"Was recently diagnoses adhd, already social anxiety, and started stimulant meds. Found that it reduced my anxiety ~50%
 Anyone else ever have an experience like thi?",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1135,q3x1l,https://discord.com/assets/6debd47ed13483642cf09e832ed0bc1b.png,No,8/7/2021 11:04,"But how do you deal with risk, then? This is my main problem, I have to keep assessing the risks before interacting with people and this contributes to the...bad feelings inside me so to speak",Noah Fence#0130,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#6837,RyanPhly,https://cdn.discordapp.com/avatars/867242353542430731/6ad32a35b8f486b1d12ca2a58e16431d.png,No,8/6/2021 19:58,i feel that man i always fidget with my hands,Pearl#5918,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#0838,feewy.choo,https://cdn.discordapp.com/avatars/828782136756011029/6630559ac156b1cc173a5f58e61bcf01.png,No,8/6/2021 15:18,??,Pearl#5918,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2677,This Foo,https://cdn.discordapp.com/avatars/595321792319586328/02a6f4b4a40125c2a7b1f8e91b8bd1d8.png,No,7/18/2021 23:32,Anyone close their eyes while having conversations with people? People tend to say that I look tired or sleepy and also come off as rude,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2980,julie,https://cdn.discordapp.com/avatars/565247950817853441/8f0c8fb48cde15c6d179532ef983839d.png,No,6/17/2021 12:30,when ur nauseous and u don’t know if ur sick or just anxious,lex#9182,,R/SocialAnxiety,Y,N,N,Y,Y,N,N,3
#0655,tomato,https://cdn.discordapp.com/avatars/402003729395744778/bd7e9abbab5c7e39822b524d8533623e.png,No,8/4/2021 1:58,"Noo its okay, things like this happen sometimes. Don't beat yourself up because of little accidents like these",soobunnie#2877,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8706,Nebula,https://cdn.discordapp.com/avatars/831483136947781683/0cc21cd21f0284488df006ad5b111d7c.png,No,7/31/2021 6:01,"""feels like no one wants to talk to me"" I think this usually happens when others notice our awkwardness",trollkin#9068,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0918,6552625 <3,https://cdn.discordapp.com/avatars/773998087643201577/9b905e98cebe8e9a38b67caf2a86b2a3.png,No,7/22/2021 1:46,felt that,Creativeforever#9584,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9455,das65,https://cdn.discordapp.com/avatars/809896633482608710/5a50e38c71b43b83bc5059abf9bdee25.png,No,8/3/2021 13:52,hi,tomato#0655,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#0658,-𝒜𝓂𝑒𝓉𝒽𝓎𝓈𝓉-,https://cdn.discordapp.com/avatars/410132738386165760/3497dabd6cd822f147ce1e6bcb92e7b9.png,No,8/1/2021 22:11,I often feel that way as well. I hope one day we find where we belong,𝕾𝖙𝖗𝖊𝖌𝖆#6367,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8935,nitro,https://cdn.discordapp.com/avatars/371702764914343936/03e41bdb5f8d1d3fcb59430d534d9fa9.png,No,8/3/2021 11:40,"yeah, im on 150mg at the moment",Deleted User#0000,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9424,cros107,https://cdn.discordapp.com/avatars/159171368712273921/464b6b7968fba226dffa37710ef2bcbe.png,No,5/10/2021 2:42,how tf does making friends work,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#7648,7648,https://cdn.discordapp.com/avatars/78165641986580480/5a848a29a6f4c187541686321670b918.png,No,8/3/2021 10:00,"i noticed the same thing with sleep, i wonder if this is common",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6990,krul,https://cdn.discordapp.com/avatars/710510549238284362/e164bcf4e9dbcb16f79d4c9c712ca998.png,No,8/3/2021 1:57,"Once I saw like a challenge list for shy people to overcome their shyness, sort of exposure therapy, does anyone here have/ tried that sort of thing?",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6624,PandaHatLady,https://cdn.discordapp.com/avatars/377986694328090624/8f9de39d5fe7c262862e3cd225346777.png,No,8/1/2021 22:43,"Small cities make me feel that way since everyone there knows each other, thus making me feel out of place.",𝕾𝖙𝖗𝖊𝖌𝖆#6367,,R/SocialAnxiety,Y,N,N,N,N,N,N,1
#8850,SouperSalad,https://cdn.discordapp.com/avatars/723038268186296411/ca7c11e511892ec95f814b135828afb7.png,No,5/25/2021 16:26,Frick I’m going out of town for the rest of the week tomorrow and apparently my request for a refill of my anxiety medication didn’t go through for some reason and now I don’t have enough to last that long,,,R/SocialAnxiety,Y,N,N,Y,N,N,N,2
#4220,Morris_Customs,https://cdn.discordapp.com/avatars/571671477905129473/1d7584894068dd4093038af6288e40c4.png,No,7/31/2021 18:29,"keep your head up, your mom knowing could be the best thing for you.",ctm.hp#7940,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#4370,Jlw,https://cdn.discordapp.com/avatars/865929877512781835/b60fe32a0ec4968ae820e90294e77bb7.png,No,7/31/2021 13:02,I belive in you. mabye reward yourself with something after the confirmation it helps me sometimes. I belive in you!,si<3#8667,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8667,si<3,https://cdn.discordapp.com/avatars/794957254361088030/dde8785c5d8116ffc4e113138819cea3.png,No,6/26/2021 12:42,"hi everyone, i'm new here and just recently got diagnosed with severe anxiety and panic disorder. i hate being around people but my life forces me to be with them. i have to go to church alone tomorrow and i'm really nervous. i hate going there but i have to- i just came home from a week lasting camp and my social batteries are empty, i'm scared that i will be angry thowards the people there. i hate my life <:Woke:588981641527951360>",willtrev#4083,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#1573,tristanako,https://cdn.discordapp.com/avatars/369735994196492291/740f90cacdfb495977713d68e90d261b.png,No,7/30/2021 13:40,"Is it still anxiety when you can only sleep for 4-6 hrs at night? I have no problem falling asleep, I just wakeup when my mind starts working within the aforementioned time.",Deleted User#0000,,R/SocialAnxiety,Y,Y,N,N,N,Y,N,1
#7237,jellyfish,https://cdn.discordapp.com/avatars/761221284650156042/c1d2bd9bde2bf90d58afa73a1b3d4f21.png,No,7/30/2021 19:12,yes like a heartbeat in my head,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#6760,sillyg,https://cdn.discordapp.com/avatars/763010814827036713/3392543a2c20a93de1c0234e67bebdb1.png,No,7/30/2021 17:56,yeah when I'm feeling really anxious I feel really nauseous and have vomited before,,,R/SocialAnxiety,Y,N,N,N,Y,N,N,4
#5306,Niklas1,https://cdn.discordapp.com/avatars/421756249441304576/1b625120aaa59d5719df92485171de6f.png,No,7/14/2021 15:38,"hey everyone, how many of you are actually seeing a psychotherapist? i have social anxiety as well and just wanted to know what your experiences are?",Deleted User#0000,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#2340,valkyrie,https://cdn.discordapp.com/avatars/296340835988144129/5144cc96f4a4e498ba0d781655a7678c.png,No,7/30/2021 15:02,"hey, idk if anyone feels the same. I've been battling with anxiety but, i havent met anyone with the same symptoms as me, i always get stomach pains and vomiting. if anyone feels comfortable and feel the same out there...",,,R/SocialAnxiety,Y,Y,N,N,Y,N,N,4
#9426,Myst,https://cdn.discordapp.com/avatars/509472621604372500/e56b78451779b5cba66c977083d19bf9.png,No,4/20/2021 3:03,https://www.instagram.com/p/CMcvlgRB5Mt/?igshid=17u58whsfgxre,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1529,˚ ༘♡ ⋆｡˚Mochi˚ ༘♡ ⋆｡˚,https://cdn.discordapp.com/avatars/844260676548952064/2966ac1410af8c528d3f2d9e653e4293.png,No,7/29/2021 12:13,i dont know whats going on but text me if somebody needs help,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1250,RushTheGold,https://cdn.discordapp.com/avatars/844627751369703467/fcec139d5c692e1cfd17acb9772ae115.png,No,7/29/2021 10:03,"if there are people who won't stop annoying you and feel like you are powerless in the scenario, how do you combat that?",notwhite#6506,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#8320,UnivalentKey,https://cdn.discordapp.com/avatars/288806860738265089/f74bfc39040521320009c7f54e5640c3.png,No,7/29/2021 5:11,"Take anxiety with you during your days, trust me if you don't make time for it, it'll make time for you. Incorporate it as part of your days 🙂",,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1923,lameo,https://cdn.discordapp.com/avatars/784529742095319082/1c586c6ee2dfbec593289a78f06399f7.png,No,7/28/2021 17:29,im new here and i havent been diagnosed with social anxiety but ive been doing some research about it and i think it might be what im going through or at least relate to my situation,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9953,Gijs,https://cdn.discordapp.com/avatars/235014649857179649/12063c679c4a7510a1ee810f52eee5b4.png,No,7/28/2021 10:03,"Do any of you ever wind up in a train of thoughts where it just seems like a downward spiral, you end up making it worse and worse for yourself by overthinking things. I found that activities like going for a walk or exercising works to break the loop for me, but since i cant go for a run or walk at any given point of a day i was wondering if any of you have different approaches to dealing with these negative thoughts.",CrimsonGunslinger#1425,,R/SocialAnxiety,Y,N,Y,N,N,N,N,1
#6206,McPICKEL,https://cdn.discordapp.com/avatars/626770835809632256/52a996f593058401d4d097f105bc76bd.png,No,7/27/2021 13:30,Yeah me too its so ughh,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#9494,Feet,https://cdn.discordapp.com/avatars/864296224110936095/cb353d5bff385dace4adb96aed52026e.png,No,7/28/2021 7:24,How do I be happy.,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#3680,poggywoggy,https://cdn.discordapp.com/avatars/488127989716877343/a_ccdafd4bf11585b6fc4a6a465127be64.gif,No,5/11/2021 22:42,"Why is it that, on my time at Discord so far, if, say, no one notices one of my messages, I say something somewhat offensive, someone acts slightly cold to me, etc., that I always get super self-cautious and socially anxious; but if someone is openly toxic or harassing towards me, I barely care? Like, it does get draining and stuff after a while, but if my SA is trying to generate evidence that everyone hates me, I’m much more likely to think “I said a joke that no one found funny once!” than “a bunch people spammed racial slurs at me and told me to kill myself!” I don’t use most social media, so some of you are probably more used to that kind of thing, but I find it kinda curious ig",Jiayoon#4500,,R/SocialAnxiety,Y,N,N,Y,N,N,N,1
#4500,Jiayoon,https://cdn.discordapp.com/avatars/739956197930696715/b627dc5eead8fb4992732ab22de35e6f.png,No,7/27/2021 13:24,Does anyone else feel like you are socially awkward and don’t fit in anywhere even online? I was in a call and people said I seem tired/not energetic because I wasn’t talking much but when I was asked something I replied :/,,,R/SocialAnxiety,Y,Y,N,N,N,Y,N,1
#4943,Sepp,https://cdn.discordapp.com/avatars/705017491025428510/d49794239a77f5c6798dab2fa6239552.png,No,6/20/2021 9:42,"I just finally got the confidence to post my cosplays on social media thinking expressing myself would help my anxiety then i got a hate comment, idk what to do to calm my anxiety now does anyone knows what to do to deal with hate comments?",Bucket?Socks?Ice?Polaris?#7478,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
#1079,k7d,https://cdn.discordapp.com/avatars/461254557138419722/5af1b7335e7ebaee32375070d363b66b.png,No,7/26/2021 21:55,anyone here?,,,R/SocialAnxiety,N,N,N,N,N,N,Y,0
